"uuid";"repository_link";"title";"title_exceprt";"description";"description_exceprt";"status";"publication_date";"publication_type";"pure_update";"filtered_keywords";"contributor_names";"contributor_affiliations";"contributor_roles"
"uuid:022cdfe2-737e-44f4-8497-0159a826b9ea";"https://resolver.tudelft.nl/uuid:uuid:022cdfe2-737e-44f4-8497-0159a826b9ea";"Safe Curriculum Learning for Linear Systems With Unknown Dynamics in Primary Flight Control";"";"Safe Curriculum Learning constitutes a collection of methods that aim at enabling Rein- forcement Learning (RL) algorithms on complex systems and tasks whilst considering the safety and efficiency aspect of the learning process. On the one hand, curricular reinforce- ment learning approaches divide the task into more gradual complexity stages to promote learning efficiency. On the other, safe learning provides a framework to consider a system’s safety during the learning process. The latter’s contribution is significant on safety-critical systems, such as transport vehicles where stringent (safety) requirements apply. This pa- per proposes a black box safe curriculum learning architecture applicable to systems with unknown dynamics. It only requires knowledge of the state and action spaces’ orders for a given task and system. By adding system identification capabilities to existing safe cur- riculum learning paradigms, the proposed architecture successfully ensures safe learning proceedings of tracking tasks without requiring initial knowledge of internal system dynam- ics. More specifically, a model estimate is generated online to complement safety filters that rely on uncertain models for their safety guarantees. This research explicitly targets linearised systems with decoupled dynamics in the experiments provided in this article as proof of concept. The paradigm is initially verified on a mass-spring-damper system. After that, the architecture is applied to a quadrotor where it is able to successfully track the system’s four degrees of freedom independently, namely attitude angles and altitude. The RL agent is able to safely learn an optimal policy that can track an independent reference on each degree of freedom.";"";"OPEN";"2021-2-12";"master thesis";"2025-04-29 15:57:59.658";"Curriculum Learning,Machine Learning,Q-Learning,Reinforcement Learning,Safe Learning,flight control";"D.D.C. De Buysscher; E. Mooij; E. van Kampen; G.C.H.E. de Croon; T.S.C. Pollack";"";"author; graduation committee member; mentor"
"uuid:bcac496c-6757-4067-b1dd-5d8356486bf8";"https://resolver.tudelft.nl/uuid:uuid:bcac496c-6757-4067-b1dd-5d8356486bf8";"EV-LayerSegNet: Self-supervised Motion Segmentation using Event-based Cameras";"";"Event cameras are novel bio-inspired sensors that capture motion dynamics with much higher temporal resolution than traditional cameras, since pixels react asynchronously to brightness changes. They are therefore better suited for tasks involving motion such as motion segmentation. However, training event-based networks still represents a difficult challenge, as obtaining ground truth is very expensive and error-prone. In this article, we introduce EV-LayerSegNet, the first self-supervised CNN for event-based motion segmentation. Inspired by a layered representation of the scene dynamics, we show that it is possible to learn affine optical flow and segmentation masks separately, and use them to deblur the input events. The deblurring quality is then measured and used as self-supervised learning loss.";"";"OPEN";"2023-7-13";"master thesis";"2025-04-29 15:33:21.594";"Affine layered motion model,Deep Learning,Event-based vision,Motion Segmentation,Self-supervised learning";"E. Mooij; F. Paredes Valles; G.C.H.E. de Croon; Joost Ellerbroek; Y. Farah";"";"author; coach; graduation committee member; mentor"
"uuid:28774acc-89e7-44a8-be43-b06d2db0056c";"https://resolver.tudelft.nl/uuid:uuid:28774acc-89e7-44a8-be43-b06d2db0056c";"Online Trajectory Planning and Control of a MAV Payload System in Dynamic Environments";"";"Micro Aerial Vehicles (MAVs) are increasingly being used for aerial transportation in remote and urban spaces where portability can be exploited to reach previously inaccessible and inhospitable spaces. Current approaches to MAV swung payload system path planning have primarily focused on pre-generating (agile) collision-free, or conservative minimal-swing trajectories in static environments. However, these approaches have failed to address the prospect of online re-planning in uncertain and dynamic environments which is a prerequisite for real-world deployability. This article describes a novel Non-Linear Model Predictive Controller (NMPC) for online, agile and closed-loop local trajectory planning and control addressing the limitations mentioned of contemporary approaches. We integrate the controller in a full system framework and demonstrate the algorithm’s effectiveness in simulation and experimental studies. Results show the scalability and adaptability of our method to various dynamic setups with repeatable performance over several complex tasks which include flying through a narrow opening and avoiding moving humans.";"";"OPEN";"2018-3-8";"master thesis";"2024-08-09 03:23:57.323";"Autonomous Vehicles,Collision Avoidance,Dynamic Environment,MAV,Micro Aerial Vehicle,Model Predictive Control,Optimal control";"C.C. de Visser; G.C.H.E. de Croon; J. Alonso-Mora; N.D. Potdar";"";"author; coach; mentor"
"uuid:4fa402ad-8869-42a3-898a-b87d2b6aea65";"https://resolver.tudelft.nl/uuid:uuid:4fa402ad-8869-42a3-898a-b87d2b6aea65";"Adaptive Reinforcement Learning-Based Control for High-Speed Autonomous Drone Racing";"Adaptive Reinforcement Learning Based Control for High Speed Autonomous Drone Racing.";"This work investigates adaptive switching mechanisms for reinforcement learning (RL) controllers in high-speed autonomous drone racing. While domain randomization (DR) improves generalization, single-policy controllers remain constrained by their training distributions and may fail under unmodeled conditions such as wind, hardware wear, or sensor degradation. To address this, we introduce two complementary online switching strategies: the look-back switch, which retrospectively identifies the dynamics model that best matches the current flight state, and the look-ahead switch, which prospectively selects the most suitable policy by simulating candidate controllers over short horizons. Both mechanisms leverage pre-trained policies without requiring retraining, enabling safer and faster flight. We evaluate the methods in simulation on two platforms (5-inch racing quadcopter and the high-fidelity A2RL competition drone) and across two tracks (Figure-8 and A2RL Grand Challenge). Results show that adaptive switching improves robustness and reduces lap times compared to fixed-policy baselines, demonstrating its potential for real-world deployment.";"";"OPEN";"2025-9-22";"master thesis";"2025-09-29 09:28:05.845";"Adaptive control,Autonomous drone racing,High-speed flight control,Multi-policy decision making,Policy switching,Reinforcement learning";"C. de Wagter; R. Ferede; S.R. Kethiri";"";"author; mentor"
"uuid:9b7ad90f-66be-436d-aa96-007277aef528";"https://resolver.tudelft.nl/uuid:uuid:9b7ad90f-66be-436d-aa96-007277aef528";"Guidance and Control Implementation with Spiking Neural Networks";"";"Quadrotors have continuously leveraged the use of artificial intelligence for navigation and decision-making. Moreover, neuromorphic computing, specifically Spiking Neural Networks (SNNs), is considered as an energy-efficient solution during inference. The current study will analyse the effects of implementing SNNs for mimicking energy optimal guidance and control. To achieve this, population encoding is used and an equivalent of 7-8 spiking neurons per conventional neuron is found to preserve most of the information. The equivalent controller prefers fast adaptation which requires small spiking threshold values and minimal reliance on past information. To improve the controller performance, dataset selection is of utmost importance with a careful trade-off between excessive race track customisation and generalisability being required. The results show that learning is feasible and SNN performance approaches conventional state-of-the-art models trained with multi-layer perceptrons. The current analysis represent an important step towards the rapid guidance and control of ultra-small energy efficient quadrotors.";"";"OPEN";"2024-7-18";"master thesis";"2025-02-18 21:19:34.568";"Energy Optimal,G&C Net,Neuromorphic Computing,Spiking Neural Network (SNN),Supervised Learning,Unmanned Aerial Vehicles (UAVs)";"C. de Wagter; R. Ferede; S. Stroobants; T. Avarvarei";"";"author; graduation committee member; mentor"
"uuid:88e689a1-eb19-4e48-91b2-3b122a824503";"https://resolver.tudelft.nl/uuid:uuid:88e689a1-eb19-4e48-91b2-3b122a824503";"An NonlinearModel Predictive Control Approach to Autonomous UAV Racing Trajectory Generation &amp; Control";"";"When observing an Autonomous Unmanned Aerial Vehicle(UAV) race, one would be hard-pressed to call  it racing as the actual velocities attained are extremely low. This article addresses this shortcoming by proposing a method of generating and executing a racing trajectory for a UAV, through a series of position objectives representative of a racing environment, with the goal of significantly improving the velocity when compared to the current norm of PID controllers. The method consists of applying Nonlinear Model Predictive Control with the capability of dynamically updating the position goal based upon internal state estimation to generate a set of inputs for a UAV. To prove the viability of the proposed method we test by using numerical simulations, a flight simulator environment(Gazebo) and a series of real-world flight tests on the Bebop1 UAV. Through 2 iterations of the testing process it is proven that the method is able to significantly decrease the flight time ()through both simple and more complex short range manoeuvres(2m-4m). However model errors and an inability to fully control thrust on the UAV introduce a significant and consistent position error. ";"";"OPEN";"2020-4-9";"master thesis";"2024-08-08 03:53:38.608";"";"G.C.H.E. de Croon; S. Li; S.T. Spronk; Shuo Li";"";"author; graduation committee member; mentor"
"uuid:256f7044-862d-4b53-b395-973dadbb7a00";"https://resolver.tudelft.nl/uuid:uuid:256f7044-862d-4b53-b395-973dadbb7a00";"Supervised Learning in Spiking Neural Networks";"";"Spiking neural networks are notoriously hard to train because of their complex dynamics and sparse spiking signals. However, in part due to these properties, spiking neurons possess high computa- tional power and high theoretical energy efficiency. This thesis introduces an online, supervised, and gradient-based learning algorithm for spiking neural networks. It is shown how gradients of temporal signals that influence spiking neurons can be calculated online as an eligibility trace. The trace rep- resents the temporal gradient as a single scalar value and is recursively updated at each consecutive iteration. Moreover, the learning method uses approximate error signals to simplify their calculation and make the error calculation compatible with online learning. In several experiments, it is shown that the algorithm can solve spatial credit assignment problems with short-term temporal dependencies in deep spiking neural networks. Potential approaches for improving the algorithm’s performance on long-term temporal credit assignment problems are also discussed.  Besides the research on spiking neural networks, this thesis includes an in-depth literature study on the topics of neuromorphic computing and deep learning, as well as extensive evaluations of several learning algorithms for spiking neural networks ";"";"OPEN";"2020-5-25";"master thesis";"2025-02-25 00:55:36.766";"Neuromorphic computing,Online learning,Spiking Neural Networks(SNNs)),Supervised Learning";"Federico Paredes-Vallés; G.C.H.E. de Croon; M.B. Büller";"";"author; graduation committee member; mentor"
"uuid:ce520f94-bd3c-41a5-9ddd-edfdf6ead35e";"https://resolver.tudelft.nl/uuid:uuid:ce520f94-bd3c-41a5-9ddd-edfdf6ead35e";"Monocular Optical Flow based Attitude Estimation in Micro Aerial Vehicles";"Monocular Optical Flow based Attitude Estimation in Micro Aerial Vehicles.";"The exceptional flight capabilities of insects have long amazed and inspired researchers and roboticists striving to make Micro Aerial Vehicles (MAVs) smaller and more agile. It is well known that optical flow plays a prominent role in insect flight control and navigation, and hence it is being increasingly investigated for applications in flying robots as well. However, optical flow based strategies for estimation and stabilization of orientation remain obscure in literature. In this report, we introduce a novel state estimation algorithm based on optical flow measurements and the knowledge of efference copies. The proposed technique estimates the following states of a flying robot (constrained to move with three degrees of freedom): roll angle, rate of change of roll angle, horizontal and vertical components of velocity and height. The estimator only utilizes the knowledge of control inputs and optical flow measurements obtained from a downward looking monocular camera. Through non-linear observability analysis, we theoretically prove the feasibility of estimating the attitude of a MAV using ventral flow and divergence measurements. Based on the findings of the observability analysis, an extended Kalman filter state estimator is designed and its performance is verified in simulations and through flight data recorded on a real flying robot. To the best of our knowledge, the introduced strategy is the first attitude estimation technique that utilizes monocular optical flow as the only sensory information.<br/><br/>Besides the investigation on optical flow based attitude estimation technique, this thesis presents a comprehensive literature survey on the main topics relevant to the work. ";"";"OPEN";"2019-8-30";"master thesis";"2025-02-20 22:46:48.498";"Attitude Estimation,Bio-inspiration,Insect flight,Micro Aerial Vehicle,Optical Flow";"A. Chatterjee; D.A. Olejnik; G.C.H.E. de Croon";"";"author; graduation committee member; mentor"
"uuid:ec42642a-5872-4177-b514-c3679f6b4055";"https://resolver.tudelft.nl/uuid:uuid:ec42642a-5872-4177-b514-c3679f6b4055";"Persistent Surveillance of a Greenhouse";"Persistent Surveillance of a Greenhouse.";"With the growing population the agricultural industry needs to find and implement new methods for enhancing food production. Using a Micro Aerial Vehicle (MAV) in Precision Agriculture (PA) offers a large number of benefits such as enabling the farmer to create targeted strategies to increase crop yield, reduced waste and halt the spread of diseases. Despite these advantages, the use of MAVs, particularly in greenhouses, is still very limited. To this end, this thesis seeks to combine, improve and implement existing strategies to solve the persistent surveillance task for a swarm of MAVs operating in a greenhouse environment.<br/>Broadly speaking, the persistent surveillance task seeks to find the optimal paths for a swarm of MAVs such that every point within the Mission Space (MS) is visited and they must minimise the time between successive visits. This will ensure that the MAVs are able fly through the entire greenhouse to collect up-to-date data about all the crops and the local environment. Naturally, on a physical system one has to deal with the limited flight times of the MAVs. This factor becomes very important to the effectiveness of the solution and is critical to the continuous operation of the MAVs.<br/>In literature, many methods have be proposed to solve this task, but the majority are still only tested in simulation. As a result, many works do not consider some physical constraints that will be applied to the system during implementation in a real-world setting. For example, in most cases the authors do not consider the limited fuel available to the agents or they do not consider a practical alternative indoor positioning system to GPS. In this work the problem has been divided into two main sub-tasks, namely; the persistent surveillance task and the refuelling task.<br/>For the persistent surveillance task it was decided to implement a reactive controller, in the form of an evolved Neural Network (NN), which was run on-board the MAVs. The NN used positional information from the other members of the swarm along with limited environmental information to supply its MAV with a command velocity. These NN controllers could achieve coverage levels of over 95% while simultaneously avoiding collisions between 8 MAVs in a 25m x 25m MS. Later, this method was shown to be robust to failures and scalable in terms of both MS and swarm size.<br/>When dealing with the fuel constraints, a Behaviour Tree (BT) was used to determine when the MAV should return to the depot. Surprisingly, when combined with the NN controllers the system experienced an increase in performance across all the defined metrics. No MAV failed due to low fuel levels, coverage increased to 97.41%, average cell age to 52.39s and the number of tests were no collisions were recorded more than doubled. This increase in performance was attributed to the fact that the refuelling periodically drew the MAV towards the centre of the MS. This is counter to the evolved behaviours of the NN where the MAVs would mainly focus their attention around the edges of the MS.<br/>";"";"OPEN";"2019-1-16";"master thesis";"2025-02-21 21:15:32.665";"MAV,NEAT,NN,Persistent Surveillance";"G.C.H.E. de Croon; M. Coppola; T. Keviczky; T.A. Fijen";"";"author; coach; mentor"
"uuid:e5604e9a-c241-4236-83dd-5fc823e7e284";"https://resolver.tudelft.nl/uuid:uuid:e5604e9a-c241-4236-83dd-5fc823e7e284";"Mission Planning for Sensor Network Deployment using a Fleet of Drones";"";"Various methods for route planning of on-road vehicles to serve transportation requests have been developed in the literature in order to reduce transportation and operational costs. The applicability and thus development of these methods is primarily motivated by the field of application. This article deals with the mission planning for a fleet of drones to deploy sensors in a network. In particular, they are conceived to complete the task of delivering geophones in the seismic surveys. Unlike conventional on-road vehicles used for delivery purposes, every drone in the fleet is constrained to make a frequent return trip back to the depot to pick-up a new payload and restore its battery. A centralized planner is proposed in this article due to this constraint. The problem of planning is decomposed into two phases: route formation and route scheduling. The first phase is handled using the extensive formulation of Multi-Trip Vehicle Routing Problem (MTVRP) aiming at minimizing the overall journey time. A heuristic method is also proposed for this phase which provides near-optimal solutions in a computationally efficient manner. The second phase of the planning algorithm deals with the unaddressed problem of depot congestion arising due to the frequent visits of each drone to the depot. This problem is expressed in the form of a Mixed-Integer Linear Program (MILP) that can be solved using available software. This phase is computationally intensive and comparatively slow which restricts the usage of this mission planner in the re-planning phase to the cases involving longer journeys with limited number of routes. The results from a flight-test are also presented in order to demonstrate the mission planner.";"";"OPEN";"2016-08-15";"master thesis";;"";"";"";""
"uuid:3552d27e-6816-4ea3-85f6-4464deb8f1bd";"https://resolver.tudelft.nl/uuid:uuid:3552d27e-6816-4ea3-85f6-4464deb8f1bd";"Autonomous Collision Avoidance for Swarms of MAVs";"Autonomous Collision Avoidance for Swarms of MAVs.";"Swarming is a promising solution for extending the flight time and payload carrying capabilities of Micro Aerial Vehicles (MAVs), where recent years have brought many advancements. These allow MAVs to operate ever more autonomously by tackling problems such as obstacle avoidance and autonomous navigation. A major challenge that still remains, however, is to ensure collision avoidance within the swarm itself. Avoiding collisions with other members of the swarm requires knowledge of their relative positions - typically requiring additional sensors to be carried on-board. Using the signal strength of the MAVs’ communication link provides an alternative method for estimating relative distances between the members of the swarm without requiring need for any additional sensors.";"";"OPEN";"2015-08-21";"master thesis";;"";"";"";""
"uuid:f97ac167-38e5-4155-933c-efa2ee179712";"https://resolver.tudelft.nl/uuid:uuid:f97ac167-38e5-4155-933c-efa2ee179712";"Stereo Vision for Flapping Wing MAVs";"Stereo Vision for Flapping Wing MAVs.";"In the field of Micro Air Vehicle (MAV) research the use of flapping wings attracts a lot of interest. The potential of flapping wings lies in their efficiency at small scales and their large flight envelope with a single configuration. They have the possibility of performing both energy efficient long distance flights as well as hovering flights. Most studies on Flapping Wing MAVs (FWMAVs) have focused on the design of the airframe and making them able to fly. Currently, the state-of-the-art permits investigation of the necessary autonomous flight capabilities of FWMAVs. Most previous studies have made important preliminary steps by using external cameras or an onboard camera with the FWMAV flying in a modified environment. However, since autonomy is most useful for flight in unknown areas, it will be necessary to use an onboard camera while flying in unmodified environments. Research in this direction has been performed on the DelFly. In particular, the well-known cue of optic flow was found to be rather unreliable for the determination of 3D distances, and it was complemented by a novel visual appearance cue. Since the combination of these cues may still not be sufficient for robust and long-term obstacle avoidance, this study focuses on a different well-known method to extract 3D information on the environment: stereo vision. The potential advantage of stereo vision over optic flow is that it can provide instantaneous distance estimates, implying a reduced dependence on the complex camera movements during flapping flight. The goal is to employ stereo vision in a computationally efficient way in order to achieve obstacle avoidance. The focus of this study is on using heading control for this task. Four main contributions are made: The first contribution comprises an extensive study on literature in the field of computational stereo vision. This research has been done for decades and a lot of methods were developed. These mainly focus on optimizing the quality of the results, while disregarding computational complexity. In this study the focus was on finding one or more time efficient methods that give sufficient quality to perform robust obstacle avoidance. It was concluded that Semi-Global Matching is a good candidate. The second contribution is that for the first time it has been investigated what the requirements are for a stereo vision system to do successful stereo vision-based obstacle avoidance on FWMAVs. In order to achieve accurate stereo vision results, both hardware and software aspects are found to be of importance. FWMAVs can carry only a small amount of payload and therefore there is a large restriction on sensor weight. The third contribution is the development of a systematical way to use the 3D information extracted by the stereo vision algorithm in order to find a guaranteed collision-free flight path. The focus was on dealing with the limited maneuverability of the MAV and the limited view angle of the camera. The fourth contribution is in giving an indication on the usefulness of stereo vision based on multiple experiments. These focus on determining the accuracy of the obstacle detection method as well as on validating the functionality of the obstacle avoidance strategy. The designed system proved to be successful for the task of obstacle avoidance with FWMAVs. The DelFly II successfully avoided the walls in an indoor office space of 7.3×8.2m for more than 72 seconds. This is a considerable improvement over previous monocular solutions. Since even reasonable obstacle detection could be performed for low-textured white walls, the experiments clearly show the potential of stereo vision for obstacle avoidance of FWMAVs. In combination with existing methods for speed and height control the proposed system has the potential of making fully autonomous (flapping wing) MAVs possible.";"";"OPEN";"2012-10-17";"master thesis";;"";"";"";""
"uuid:58a4c285-e3b6-4bf0-b885-2908077e9b02";"https://resolver.tudelft.nl/uuid:uuid:58a4c285-e3b6-4bf0-b885-2908077e9b02";"Tracking and Following a Moving Person Onboard a Small Pocket Drone";"";"This paper presents a vision based strategy, designed to work fully onboard a small pocket drone, for autonomously tracking and following a person. Flying a drone is not an easy task, usually requiring a trained pilot, with the presented system it is possible to use a drone for filming or taking pictures from previously inaccessible places without the need for a person controlling the aircraft. Such framework is comprised by two main components, a tracker and a control system. The tracker has the function of estimating the position of the person that is being followed, while the control system gets the drone near that person. Limited by payload weight, power consumption and processing power the system results in a delicate balance between these constraints. The main contributions of this paper are the comparison between two state-of-the-art visual trackers running on paparazzi, Struck and KCF, as well as the control system that uses the tracker’s output location to perform the person following task. Then a new tracker is developed to be as computationally light as possible so that it can run onboard a small pocket drone, based on HOG feature extraction, it uses logistic regression to train a detector on the appearance of a person.";"";"OPEN";"2016-08-25";"master thesis";;"";"";"";""
"uuid:291207fc-5ada-435c-be39-8e1436fd96c9";"https://resolver.tudelft.nl/uuid:uuid:291207fc-5ada-435c-be39-8e1436fd96c9";"Fixed-Wing UAV Integrated Navigation with Low-Cost IMU/GPS";"Fixed Wing UAV Integrated Navigation with Low Cost IMU GPS.";"Today, there is an increase in the use of Unmanned Aerial Vehicles (UAV's), for applications that can be considered dull, dirty or dangerous when compared to those applications of conventional aircraft or helicopters. To further increase the use of UAV's, their navigation filters must be robust and reliable. The trend in current autopilot development is defined by the ever decreasing size of vehicles leading to the creation of miniature Inertial Navigation Systems (INS) with low cost, low grade sensors. Small flying vehicles have fast dynamics requiring higher control rates and higher dynamic ranges with minimal available onboard computational capacities. Sensor and processing limitations have consequences for the achievable navigation performance. This in turn poses limits on the minimal vehicle stability, weather conditions and trajectory smoothness. The most important aspect and thesis goal is to guarantee the navigation filter solution robustness during all flight maneuvers. A navigation filter is an integration algorithm that provides a navigation solution on the vehicle's state vector from sensor data. This thesis focuses on one UAV platform in particular, namely small fixed-wing UAV's. One of the main challenges with designed navigation filters is that they can be theoretically stable but the outcome can sometimes not be used. In practice, the navigation filter outcome can give a diverging solution while theoretically stable. The goal of this thesis is to define the minimal requirements of sensors and other hardware for an INS such that the stabilization requirements posed by the vehicle dynamics and size can be satisfied. With the requirements stated, smaller and more dynamic fixed-wing UAV's can be stabilized based on the integrated navigation solution. The developed observability analysis tool is able to provide a quantitative analysis on the state observability that can be used to analyze different systems or sensor configurations. The observability matrix is composed of the system and observer dynamics. The system dynamics is based on the Inertial Measuring Unit (IMU) prediction of the system states, the observer equations correspond to the observer dynamics. A non-linear local observability analysis has been performed to calculate the observability matrix. The traditional Singular-Values Decomposition (SVD) algorithm provides the singular values of an observability matrix in a decreasing order and indicates the rank of the system. The rank of the observability matrix corresponds to the number of observable system states, the SVD can however not directly link the singular values to the system states. To overcome this problem a different matrix decomposition is used that is able to directly couple the singular values to the system states. This developed matrix decomposition algorithm is based on the QR factorization, called QRsvd. With this algorithm it is possible to quantitatively indicate the observability (degree) of each system state. An analysis into the physical properties of fixed-wing aircraft kinematics resulted in new insight into the movement of flying vehicles. Based on the derived kinematics together with the coupling of an IMU, GPS receiver and fixed-wing aircraft kinematics this resulted in new physical insight. This resulted in three angle correction (AC) equations that can be used as additional attitude/heading angle observers to the conventional IMU/GPS integration. With these three additional observers, the three orientation angles become instantaneously observable. Without the AC equations, a rotational rate constraint is always present to integrate the IMU with GPS. GPS receivers and IMU are separate, self-contained subsystems with different updating frequencies and processing times. Resulting clock differences are called time synchronization errors and result in filter estimation problems. A time synchronization requirement is derived, which is a function of changes in vehicle accelerations and filter innovation. The time synchronization requirement is proportional to the magnitude of the change in vehicle accelerations a and negatively proportional to the magnitude of the identification filter innovation. Vehicles with fast dynamics, like fixed-wing UAV's, can have larger changes in vehicle accelerations magnitude, resulting in a more stringent time synchronization requirement. Based on performed simulations and verification with flight test data, it can be concluded that the improved IMU/GPS filter with AC equations can provide a stable long-term navigation solution with accurate short-term performance, by using (Iterated) Extended Kalman filters. During the performed simulations the position states give the largest source of error, due to the large GPS position uncertainty. For the three orientation angles, the heading angle has a larger identification error compared to the pitch and roll angle. For the orientation angles, the influence of atmospheric wind on the identification performance is minimal except for the heading angle due to the presence of a side-slip angle beta. Coordinate transformations between the Earth, North-East-Down (NED) reference frame F_E and the body-fixed reference frame F_B can be performed using a rotational transformation matrix R_BE. The antisymmetric matrix R_BE holds special properties that can be utilized and fits in the category of Special Orthogonal Lie groups with a dimension of three, called SO(3). Based on SO(3) group properties, a non-linear complementary filter can be constructed that uses this matrix as a single state. The non-linear complementary filter on the SO(3) group, can be used as an alternative to conventional Kalman state identification filters. For (I)EKF the heading angle is the largest source of error of the attitude/heading angles, this is also the case for the SO(3) filter. Differences between the SO(3) filter and (I)EKF are due to two aspects. The SO(3) filter uses constant proportional and integrator gains, where Kalman gain matrices include process and observer uncertainties. The other source of differences can be found in the strong coupling between the individual attitude/heading angles for the non-linear SO(3) filter compared to (I)EKF.";"";"OPEN";"2011-01-14";"master thesis";;"GPS,IMU,Kalman,Lie groups,UAV,filtering,identification,observability";"";"";""
"uuid:382dec56-7789-40df-af28-f2e61de99fad";"https://resolver.tudelft.nl/uuid:uuid:382dec56-7789-40df-af28-f2e61de99fad";"Attitude control- and stabilisation moment generation of the DelFly using Wing Tension Modulation";"";;;"OPEN";"2016-10-26";"master thesis";;"DelFly,FWMAV,MAV,control,stabilisation,tail-less,wing tension modulation";"";"";""
"uuid:424ead9b-50be-4e80-94a9-d041a1418dd3";"https://resolver.tudelft.nl/uuid:uuid:424ead9b-50be-4e80-94a9-d041a1418dd3";"The influence of a bottom camera in indoor ground-segmentation based obstacle avoiding performance for MAVs";"The influence of a bottom camera in indoor ground segmentation based obstacle avoiding performance for...";;;"OPEN";"2016-11-21";"master thesis";;"";"";"";""
"uuid:610da696-9202-4f11-ba65-bea67d2edd0b";"https://resolver.tudelft.nl/uuid:uuid:610da696-9202-4f11-ba65-bea67d2edd0b";"PIV and force measurements on the flapping-wing MAV DelFly II";"";"Recent years have seen an increasing interest in Micro Air Vehicles (MAVs). MAVs are small (micro sized) aircraft and find their application in a multitude of commercial, industrial and military purposes. To perform their missions MAVs should be small sized, have good manoeuvrability, be well controllable and have a broad flight envelope. When flying in small confinements, the ability to fly at low airspeed and to have good manoeuvrability is critical. One type of MAVs, the flapping-wing MAV, particularly has attractive characteristics for flight in confined spaces. DelFly is a biplane flapping-wing MAV designed and built at Delft University of Technology. DelFly is able to hover and has an onboard camera for observation and vision-based control. For the DelFly project a top-down approach is followed, where from the study of a relative large model experience and theoretical insights can be gained, that can assist to create smaller, functional versions of the DelFly. The ultimate aim of the DelFly project is to improve the design to a very small full autonomous aircraft. For the current experimental investigation, force and flow field measurements were performed on a hovering DelFly II, since this model has a broad flight envelope and proven flight performance. The flow field is studied using particle image velocimetry. Due to the flexible wings there is a strong fluid structure interaction, therefore also the in-flight wing deformation is determined. The aerodynamic mechanism generating forces on the DelFly are related to those found in insect flight. Since leading edge vortices (LEVs) in insect flight are identified as the most important unsteady aerodynamic mechanism enhancing lift generation for insects, the development of these for the DelFly are very interesting. The vortex development is studied for various wings, at various flapping frequencies and at various spanwise positions. For the DelFly wing a conical LEV is developed, starting at out-board spanwise positions, approximately halfway during the translation. This LEV grows larger and is shed along the chord and at this time a new LEV starts to grow at the leading edge. This second LEV is dissipated at the end of the out-stroke during wing rotation, but at the end of the in-stroke this LEV moves above the wings and interacts with the counter-rotating LEV from the mirror wing. Inside the vortex tube a spanwise velocity component out-board is present. The shedding of the initial vortex and start of a second LEV is not completely consistent with LEV development for insect flight (which typically operate at a lower Reynolds number).";"";"OPEN";"2010-12-20";"master thesis";;"";"";"";""
"uuid:f8848255-1831-482a-be21-2da3ca3e50bb";"https://resolver.tudelft.nl/uuid:uuid:f8848255-1831-482a-be21-2da3ca3e50bb";"Vision-based automatic landing of a quadrotor UAV on a floating platform";"Vision based automatic landing of a quadrotor UAV on a floating platform.";"The development of systems that allow unmanned aerial vehicles, known as UAVs, to perform tasks autonomously is a current trend in aerospace research. The specific aim of this thesis is to study and achieve vision-based automatic landing of a quadrotor UAV on a floating platform, a known target that possesses oscillatory behavior. The research contributions to be taken from this study can be divided into two perspectives, as described below. From a theoretical point of view, a design solution is proposed which includes GPS navigation to enable the quadrotor to find the target, and vision-based control to approach and land upon it. From this design, several control-related issues must then be solved, mainly the development of a controller for the autoland mission. To accomplish this control task, an incremental backstepping control law is developed. Additionally, linear and standard backstepping controllers are designed for comparison. The derived control laws require knowledge of the states to close the feedback loops; therefore, state estimation algorithms are designed for complete state reconstruction. The approach selected is modular, thus separating position/velocity estimation from attitude determination. The former is performed using an extended Kalman filter, and the latter using a complementary filter. Furthermore, an augmented Kalman filter formulation is developed for estimation of the platform’s vertical motion. The combination of control and state estimation algorithms is tested in a simulated environment using a simulation tool developed in this study for Monte-Carlo analysis. This tool allows for evaluation of the design not only for the nominal case, but also for random combinations of external conditions. Results show that successful performance is obtained for the nonlinear controllers since the desired criteria is met and the risk of crashing is demonstrated to be residual. Additional tests show that incremental backstepping is, in general, more robust than standard backstepping in the case of model mismatch, even in the presence of state estimation errors. From a practical perspective, the findings are twofold. First, this thesis presents a procedure to experimentally determine the moments of inertia of the quadrotor by using a two-axis motion simulator and a six-component force/torque sensor. The inertia properties are also determined analytically using two modeling approaches: point mass analysis and assumption of simple geometric shapes. The results show that point mass analysis can lead to erroneous inertia estimation deviation of 20-30% from the real value), thus resulting in a significant model mismatch. The experimental and simple shapes assumption methods render similar results, which strongly indicates not only that the experimental method proposed is valid, but also that the assumption of simple geometric shapes can be used as a reliable and cost-effective method to determine moments of inertia of small UAVs. Second, in this thesis the system is tested in real time using an actual quadrotor. Flight tests are performed for hovering above a target with known characteristics, and to achieve this end, a vision system is developed to obtain relative position measurements from images captured by an on-board camera. A Kalman filter is implemented for real-time integration of vision with IMU data, and a linear controller with reference command filters is used. Tuning procedures are then carried out until satisfactory performance is achieved.";"";"OPEN";"2012-02-24";"master thesis";;"Augmented Kalman filtering,Computer vision,Incremental backstepping,Moments of inertia experiment,Monte-Carlo simulations,Quadrotor UAV,Real-time implementation";"";"";""
